NACA5608 : [128panels,Half cosine x-spacing]
         1 -1.0771e-17                      
   0.99941  0.00020706                      
   0.99765  0.00082616                      
   0.99471   0.0018511                      
   0.99061   0.0032718                      
   0.98535    0.005074                      
   0.97894   0.0072398                      
    0.9714   0.0097478                      
   0.96273    0.012573                      
   0.95296    0.015687                      
   0.94211     0.01906                      
   0.93019    0.022657                      
   0.91723    0.026443                      
   0.90326    0.030382                      
   0.88831    0.034432                      
   0.87241    0.038555                      
   0.85558    0.042709                      
   0.83788    0.046852                      
   0.81933    0.050944                      
   0.79997    0.054942                      
   0.77986    0.058806                      
   0.75903    0.062496                      
   0.73754    0.065974                      
   0.71543    0.069202                      
   0.69275    0.072145                      
   0.66957     0.07477                      
   0.64592    0.077047                      
   0.62188    0.078948                      
   0.59752    0.080449                      
   0.57313    0.081651                      
   0.54854    0.082624                      
   0.52382    0.083356                      
   0.49902    0.083839                      
   0.47421    0.084062                      
   0.44946    0.084021                      
   0.42481    0.083709                      
   0.40034    0.083125                      
   0.37611    0.082267                      
   0.35217    0.081137                      
   0.32859    0.079737                      
   0.30543    0.078073                      
   0.28275    0.076152                      
   0.26061    0.073983                      
   0.23905    0.071578                      
   0.21815     0.06895                      
   0.19794    0.066115                      
   0.17849    0.063088                      
   0.15983     0.05989                      
   0.14202     0.05654                      
   0.12511    0.053059                      
   0.10912    0.049469                      
  0.094113    0.045794                      
  0.080111    0.042057                      
  0.067151     0.03828                      
  0.055263    0.034487                      
  0.044476    0.030701                      
  0.034813    0.026943                      
  0.026298    0.023235                      
  0.018948    0.019594                      
  0.012779    0.016039                      
  0.007804    0.012585                      
 0.0040332   0.0092445                      
 0.0014734   0.0060286                      
0.00012859   0.0029453                      
         0           0                      
  0.001076  -0.0027446                      
 0.0033419  -0.0052276                      
 0.0067903  -0.0074487                      
  0.011411  -0.0094081                      
   0.01719   -0.011107                      
  0.024112   -0.012546                      
  0.032158   -0.013729                      
  0.041307   -0.014659                      
  0.051535   -0.015339                      
  0.062816   -0.015775                      
  0.075121   -0.015973                      
   0.08842   -0.015941                      
   0.10268   -0.015685                      
   0.11787   -0.015216                      
   0.13394   -0.014544                      
   0.15087   -0.013682                      
   0.16861   -0.012641                      
   0.18712   -0.011436                      
   0.20636   -0.010082                      
   0.22628   -0.008595                      
   0.24684  -0.0069908                      
     0.268  -0.0052869                      
   0.28969  -0.0035009                      
   0.31188  -0.0016509                      
   0.33452  0.00024539                      
   0.35755     0.00217                      
   0.38091   0.0041054                      
   0.40457   0.0060348                      
   0.42846    0.007942                      
   0.45253   0.0098117                      
   0.47672     0.01163                      
   0.50098    0.013384                      
   0.52525    0.015062                      
   0.54948    0.016654                      
    0.5736    0.018152                      
   0.59757     0.01955                      
    0.6211    0.020763                      
   0.64436    0.021679                      
   0.66732    0.022302                      
   0.68993    0.022641                      
   0.71212    0.022708                      
   0.73386    0.022518                      
   0.75507    0.022088                      
   0.77571    0.021439                      
   0.79573    0.020593                      
   0.81507    0.019572                      
   0.83368    0.018403                      
   0.85153     0.01711                      
   0.86855    0.015722                      
    0.8847    0.014265                      
   0.89994    0.012765                      
   0.91424    0.011251                      
   0.92754   0.0097482                      
   0.93981   0.0082815                      
   0.95103   0.0068752                      
   0.96115   0.0055519                      
   0.97014   0.0043323                      
     0.978   0.0032354                      
   0.98468   0.0022778                      
   0.99017   0.0014742                      
   0.99446  0.00083642                      
   0.99754  0.00037404                      
   0.99938  9.3854e-05                      
         1  1.0771e-17                      
