NACA6400 : [128panels,Half cosine x-spacing]
         1           0                      
    0.9994  0.00012039                      
   0.99759  0.00048056                      
   0.99459   0.0010775                      
   0.99039   0.0019061                      
   0.98502   0.0029595                      
   0.97847   0.0042287                      
   0.97077   0.0057032                      
   0.96194   0.0073706                      
   0.95199    0.009217                      
   0.94096    0.011227                      
   0.92886    0.013384                      
   0.91573     0.01567                      
    0.9016    0.018066                      
   0.88651    0.020552                      
   0.87048    0.023109                      
   0.85355    0.025715                      
   0.83578    0.028349                      
    0.8172    0.030991                      
   0.79785    0.033619                      
   0.77779    0.036213                      
   0.75705    0.038752                      
    0.7357    0.041218                      
   0.71378    0.043591                      
   0.69134    0.045853                      
   0.66844     0.04799                      
   0.64514    0.049984                      
   0.62149    0.051824                      
   0.59755    0.053496                      
   0.57337    0.054991                      
   0.54901    0.056299                      
   0.52453    0.057415                      
       0.5    0.058333                      
   0.47547    0.059051                      
   0.45099    0.059567                      
   0.42663    0.059882                      
   0.40245    0.059999                      
   0.37851    0.059827                      
   0.35486    0.059236                      
   0.33156    0.058243                      
   0.30866    0.056871                      
   0.28622    0.055146                      
    0.2643    0.053095                      
   0.24295    0.050751                      
   0.22221    0.048147                      
   0.20215    0.045321                      
    0.1828     0.04231                      
   0.16422    0.039153                      
   0.14645    0.035892                      
   0.12952    0.032566                      
   0.11349    0.029218                      
  0.098396    0.025888                      
  0.084265    0.022617                      
  0.071136    0.019443                      
  0.059039    0.016405                      
  0.048005    0.013537                      
   0.03806    0.010875                      
  0.029228    0.008448                      
   0.02153   0.0062851                      
  0.014984   0.0044111                      
 0.0096074   0.0028476                      
 0.0054117   0.0016125                      
 0.0024076  0.00072012                      
0.00060227  0.00018055                      
         0           0                      
0.00060227  0.00018055                      
 0.0024076  0.00072012                      
 0.0054117   0.0016125                      
 0.0096074   0.0028476                      
  0.014984   0.0044111                      
   0.02153   0.0062851                      
  0.029228    0.008448                      
   0.03806    0.010875                      
  0.048005    0.013537                      
  0.059039    0.016405                      
  0.071136    0.019443                      
  0.084265    0.022617                      
  0.098396    0.025888                      
   0.11349    0.029218                      
   0.12952    0.032566                      
   0.14645    0.035892                      
   0.16422    0.039153                      
    0.1828     0.04231                      
   0.20215    0.045321                      
   0.22221    0.048147                      
   0.24295    0.050751                      
    0.2643    0.053095                      
   0.28622    0.055146                      
   0.30866    0.056871                      
   0.33156    0.058243                      
   0.35486    0.059236                      
   0.37851    0.059827                      
   0.40245    0.059999                      
   0.42663    0.059882                      
   0.45099    0.059567                      
   0.47547    0.059051                      
       0.5    0.058333                      
   0.52453    0.057415                      
   0.54901    0.056299                      
   0.57337    0.054991                      
   0.59755    0.053496                      
   0.62149    0.051824                      
   0.64514    0.049984                      
   0.66844     0.04799                      
   0.69134    0.045853                      
   0.71378    0.043591                      
    0.7357    0.041218                      
   0.75705    0.038752                      
   0.77779    0.036213                      
   0.79785    0.033619                      
    0.8172    0.030991                      
   0.83578    0.028349                      
   0.85355    0.025715                      
   0.87048    0.023109                      
   0.88651    0.020552                      
    0.9016    0.018066                      
   0.91573     0.01567                      
   0.92886    0.013384                      
   0.94096    0.011227                      
   0.95199    0.009217                      
   0.96194   0.0073706                      
   0.97077   0.0057032                      
   0.97847   0.0042287                      
   0.98502   0.0029595                      
   0.99039   0.0019061                      
   0.99459   0.0010775                      
   0.99759  0.00048056                      
    0.9994  0.00012039                      
         1           0                      
