20-32C top surface
1	0.0016
0.95	0.0124
0.9	0.0229
0.8	0.0428
0.7	0.061
0.6	0.0771
0.5	0.0905
0.4	0.1002
0.3	0.1048
0.25	0.1044
0.2	0.1013
0.15	0.0934
0.1	0.078
0.075	0.0664
0.05	0.0513
0.025	0.0317
0.0125	0.0193
0	0
0.0125	0.0192
0.025	0.0316
0.05	0.0512
0.075	0.0663
0.1	0.0779
0.15	0.0933
0.2	0.1012
0.25	0.1043
0.3	0.1047
0.4	0.1001
0.5	0.0904
0.6	0.0770
0.7	0.0609
0.8	0.0427
0.9	0.0228
0.95	0.0123
1	0.0016
