 LOCKHEED L-188 TIP AIRFOIL
1.00000  0.00120
0.99878  0.00148
0.99513  0.00231
0.98907  0.00372
0.98063  0.00571
0.96985  0.00829
0.95677  0.01145
0.94147  0.01517
0.92402  0.01945
0.90451  0.02421
0.88302  0.02941
0.85967  0.03496
0.83457  0.04074
0.80783  0.04657
0.77960  0.05214
0.75000  0.05740
0.71919  0.06237
0.68730  0.06703
0.65451  0.07131
0.62096  0.07514
0.58682  0.07848
0.55226  0.08125
0.51745  0.08340
0.48255  0.08490
0.44774  0.08569
0.41318  0.08575
0.37904  0.08509
0.34549  0.08385
0.31270  0.08208
0.28081  0.07983
0.25000  0.07714
0.22040  0.07403
0.19217  0.07054
0.16543  0.06670
0.14033  0.06252
0.11698  0.05804
0.09549  0.05326
0.07598  0.04819
0.05853  0.04286
0.04323  0.03727
0.03015  0.03144
0.01937  0.02540
0.01093  0.01917
0.00487  0.01281
0.00122  0.00637
0.00000  0.00000
0.00122 -0.00570
0.00487 -0.01061
0.01093 -0.01485
0.01937 -0.01852
0.03015 -0.02166
0.04323 -0.02435
0.05853 -0.02663
0.07598 -0.02856
0.09549 -0.03017
0.11698 -0.03150
0.14033 -0.03260
0.16543 -0.03349
0.19217 -0.03419
0.22040 -0.03471
0.25000 -0.03507
0.28081 -0.03527
0.31270 -0.03529
0.34549 -0.03512
0.37904 -0.03476
0.41318 -0.03414
0.44774 -0.03316
0.48255 -0.03182
0.51745 -0.03016
0.55226 -0.02822
0.58682 -0.02607
0.62096 -0.02375
0.65451 -0.02133
0.68730 -0.01888
0.71919 -0.01648
0.75000 -0.01418
0.77960 -0.01210
0.80783 -0.01036
0.83457 -0.00905
0.85967 -0.00794
0.88302 -0.00694
0.90451 -0.00604
0.92402 -0.00519
0.94147 -0.00439
0.95677 -0.00365
0.96985 -0.00298
0.98063 -0.00239
0.98907 -0.00189
0.99513 -0.00152
0.99878 -0.00128
1.00000 -0.00120
